timestamp,temperature,vibration,noise,fault
2023-01-01 08:00:00,20.0,25,14,0
2023-01-01 08:01:00,20.0,29,11,0
2023-01-01 08:02:00,20.0,26,12,0
2023-01-01 08:03:00,20.0,26,14,0
2023-01-01 08:04:00,20.0,30,15,0
2023-01-01 08:05:00,20.0,32,19,0
2023-01-01 08:06:00,20.0,31,10,0
2023-01-01 08:07:00,20.0,31,12,0
2023-01-01 08:08:00,20.0,29,17,0
2023-01-01 08:09:00,20.0,28,11,0
2023-01-01 08:10:00,20.0,32,13,0
2023-01-01 08:11:00,20.0,32,19,0
2023-01-01 08:12:00,20.0,28,19,0
2023-01-01 08:13:00,20.0,30,14,0
2023-01-01 08:14:00,20.0,28,14,0
2023-01-01 08:15:00,20.0,29,11,0
2023-01-01 08:16:00,20.0,26,17,0
2023-01-01 08:17:00,20.0,31,12,0
2023-01-01 08:18:00,20.0,33,12,0
2023-01-01 08:19:00,20.0,30,10,0
2023-01-01 08:20:00,20.0,33,15,0
2023-01-01 08:21:00,20.0,32,16,0
2023-01-01 08:22:00,20.0,26,15,0
2023-01-01 08:23:00,20.0,31,10,0
2023-01-01 08:24:00,20.0,28,19,0
2023-01-01 08:25:00,20.0,25,14,0
2023-01-01 08:26:00,20.0,28,10,0
2023-01-01 08:27:00,20.0,32,10,0
2023-01-01 08:28:00,20.0,30,10,0
2023-01-01 08:29:00,20.0,27,10,0
2023-01-01 08:30:00,20.0,32,13,0
2023-01-01 08:31:00,20.0,33,12,0
2023-01-01 08:32:00,20.0,26,16,0
2023-01-01 08:33:00,20.0,31,15,0
2023-01-01 08:34:00,20.0,29,14,0
2023-01-01 08:35:00,20.0,27,19,0
2023-01-01 08:36:00,20.0,31,19,0
2023-01-01 08:37:00,20.0,32,17,0
2023-01-01 08:38:00,20.0,25,19,0
2023-01-01 08:39:00,20.0,26,18,0
2023-01-01 08:40:00,20.0,33,17,0
2023-01-01 08:41:00,20.0,32,14,0
2023-01-01 08:42:00,20.0,26,11,0
2023-01-01 08:43:00,20.0,26,10,0
2023-01-01 08:44:00,20.0,26,16,0
2023-01-01 08:45:00,20.0,34,19,0
2023-01-01 08:46:00,20.0,30,10,0
2023-01-01 08:47:00,20.0,29,15,0
2023-01-01 08:48:00,20.0,34,19,0
2023-01-01 08:49:00,20.0,26,14,0
2023-01-01 08:50:00,20.0,26,15,0
2023-01-01 08:51:00,20.0,27,15,0
2023-01-01 08:52:00,20.0,27,19,0
2023-01-01 08:53:00,20.0,26,18,0
2023-01-01 08:54:00,20.0,25,12,0
2023-01-01 08:55:00,20.0,26,13,0
2023-01-01 08:56:00,20.0,25,13,0
2023-01-01 08:57:00,20.0,27,16,0
2023-01-01 08:58:00,20.0,25,10,0
2023-01-01 08:59:00,20.0,33,11,0
2023-01-01 09:00:00,50.4,34,14,0
2023-01-01 09:01:00,49.58,27,19,0
2023-01-01 09:02:00,50.8,26,11,0
2023-01-01 09:03:00,50.12,32,16,0
2023-01-01 09:04:00,49.89,27,12,0
2023-01-01 09:05:00,49.61,30,13,0
2023-01-01 09:06:00,50.41,26,19,0
2023-01-01 09:07:00,50.04,34,17,0
2023-01-01 09:08:00,50.38,25,15,0
2023-01-01 09:09:00,49.94,28,13,0
2023-01-01 09:10:00,49.87,29,19,0
2023-01-01 09:11:00,50.21,33,17,0
2023-01-01 09:12:00,50.79,28,14,0
2023-01-01 09:13:00,50.69,26,14,0
2023-01-01 09:14:00,50.35,34,16,0
2023-01-01 09:15:00,49.14,29,10,0
2023-01-01 09:16:00,49.9,30,11,0
2023-01-01 09:17:00,49.9,25,12,0
2023-01-01 09:18:00,49.42,27,16,0
2023-01-01 09:19:00,50.36,29,18,0
2023-01-01 09:20:00,49.96,26,14,0
2023-01-01 09:21:00,50.25,25,13,0
2023-01-01 09:22:00,50.07,31,14,0
2023-01-01 09:23:00,50.47,25,19,0
2023-01-01 09:24:00,49.69,27,15,0
2023-01-01 09:25:00,50.29,29,16,0
2023-01-01 09:26:00,50.35,31,10,0
2023-01-01 09:27:00,49.67,33,18,0
2023-01-01 09:28:00,49.37,33,12,0
2023-01-01 09:29:00,49.63,26,12,0
2023-01-01 09:30:00,49.88,34,16,0
2023-01-01 09:31:00,50.32,33,15,0
2023-01-01 09:32:00,50.82,28,14,0
2023-01-01 09:33:00,50.53,33,19,0
2023-01-01 09:34:00,49.26,28,12,0
2023-01-01 09:35:00,50.11,29,17,0
2023-01-01 09:36:00,49.68,33,17,0
2023-01-01 09:37:00,50.17,26,16,0
2023-01-01 09:38:00,50.8,31,18,0
2023-01-01 09:39:00,50.12,25,14,0
2023-01-01 09:40:00,50.73,30,12,0
2023-01-01 09:41:00,50.56,29,18,0
2023-01-01 09:42:00,49.63,31,16,0
2023-01-01 09:43:00,49.25,33,10,0
2023-01-01 09:44:00,51.15,25,19,0
2023-01-01 09:45:00,50.04,26,14,0
2023-01-01 09:46:00,49.09,30,14,0
2023-01-01 09:47:00,49.19,26,15,0
2023-01-01 09:48:00,49.49,33,11,0
2023-01-01 09:49:00,49.92,33,14,0
2023-01-01 09:50:00,48.89,31,16,0
2023-01-01 09:51:00,50.57,28,16,0
2023-01-01 09:52:00,50.33,29,15,0
2023-01-01 09:53:00,49.86,27,10,0
2023-01-01 09:54:00,50.04,33,11,0
2023-01-01 09:55:00,50.01,29,17,0
2023-01-01 09:56:00,49.71,34,14,0
2023-01-01 09:57:00,50.64,25,15,0
2023-01-01 09:58:00,50.3,29,19,0
2023-01-01 09:59:00,50.26,30,13,0
2023-01-01 10:00:00,50.58,26,16,0
2023-01-01 10:01:00,50.69,25,16,0
2023-01-01 10:02:00,50.23,32,14,0
2023-01-01 10:03:00,49.82,25,18,0
2023-01-01 10:04:00,49.36,27,12,0
2023-01-01 10:05:00,49.7,32,10,0
2023-01-01 10:06:00,50.86,33,17,0
2023-01-01 10:07:00,49.95,32,17,0
2023-01-01 10:08:00,50.41,26,15,0
2023-01-01 10:09:00,50.17,31,16,0
2023-01-01 10:10:00,49.97,29,17,0
2023-01-01 10:11:00,49.59,32,19,0
2023-01-01 10:12:00,50.76,32,16,0
2023-01-01 10:13:00,50.46,25,17,0
2023-01-01 10:14:00,50.14,30,19,0
2023-01-01 10:15:00,50.89,25,15,0
2023-01-01 10:16:00,49.1,28,10,0
2023-01-01 10:17:00,49.98,33,16,0
