timestamp,temperature,vibration,noise,fault
2023-01-01 08:00:00,20.0,31,17,0
2023-01-01 08:01:00,20.0,26,19,0
2023-01-01 08:02:00,20.0,30,13,0
2023-01-01 08:03:00,20.0,33,11,0
2023-01-01 08:04:00,20.0,30,14,0
2023-01-01 08:05:00,20.0,29,12,0
2023-01-01 08:06:00,20.0,28,16,0
2023-01-01 08:07:00,20.0,33,13,0
2023-01-01 08:08:00,20.0,26,15,0
2023-01-01 08:09:00,20.0,25,17,0
2023-01-01 08:10:00,20.0,33,17,0
2023-01-01 08:11:00,20.0,31,12,0
2023-01-01 08:12:00,20.0,25,17,0
2023-01-01 08:13:00,20.0,27,16,0
2023-01-01 08:14:00,20.0,32,11,0
2023-01-01 08:15:00,20.0,31,12,0
2023-01-01 08:16:00,20.0,26,18,0
2023-01-01 08:17:00,20.0,29,16,0
2023-01-01 08:18:00,20.0,32,11,0
2023-01-01 08:19:00,20.0,26,12,0
2023-01-01 08:20:00,20.0,34,18,0
2023-01-01 08:21:00,20.0,31,19,0
2023-01-01 08:22:00,20.0,25,17,0
2023-01-01 08:23:00,20.0,33,15,0
2023-01-01 08:24:00,20.0,29,19,0
2023-01-01 08:25:00,20.0,27,11,0
2023-01-01 08:26:00,20.0,32,11,0
2023-01-01 08:27:00,20.0,33,16,0
2023-01-01 08:28:00,20.0,32,19,0
2023-01-01 08:29:00,20.0,34,13,0
2023-01-01 08:30:00,20.0,26,19,0
2023-01-01 08:31:00,20.0,25,15,0
2023-01-01 08:32:00,20.0,32,12,0
2023-01-01 08:33:00,20.0,25,10,0
2023-01-01 08:34:00,20.0,26,16,0
2023-01-01 08:35:00,20.0,32,11,0
2023-01-01 08:36:00,20.0,27,17,0
2023-01-01 08:37:00,20.0,28,11,0
2023-01-01 08:38:00,20.0,26,11,0
2023-01-01 08:39:00,20.0,32,18,0
2023-01-01 08:40:00,20.0,26,10,0
2023-01-01 08:41:00,20.0,31,11,0
2023-01-01 08:42:00,20.0,32,10,0
2023-01-01 08:43:00,20.0,29,14,0
2023-01-01 08:44:00,20.0,28,11,0
2023-01-01 08:45:00,20.0,32,10,0
2023-01-01 08:46:00,20.0,31,12,0
2023-01-01 08:47:00,20.0,29,12,0
2023-01-01 08:48:00,20.0,34,16,0
2023-01-01 08:49:00,20.0,25,16,0
2023-01-01 08:50:00,20.0,32,17,0
2023-01-01 08:51:00,20.0,33,10,0
2023-01-01 08:52:00,20.0,28,11,0
2023-01-01 08:53:00,20.0,31,10,0
2023-01-01 08:54:00,20.0,29,10,0
2023-01-01 08:55:00,20.0,32,10,0
2023-01-01 08:56:00,20.0,34,18,0
2023-01-01 08:57:00,20.0,30,15,0
2023-01-01 08:58:00,20.0,31,15,0
2023-01-01 08:59:00,20.0,34,17,0
2023-01-01 09:00:00,49.72,33,12,0
2023-01-01 09:01:00,49.68,34,11,0
2023-01-01 09:02:00,50.68,26,18,0
2023-01-01 09:03:00,49.06,33,17,0
2023-01-01 09:04:00,50.21,27,15,0
2023-01-01 09:05:00,49.72,34,11,0
2023-01-01 09:06:00,50.0,32,15,0
2023-01-01 09:07:00,50.55,27,18,0
2023-01-01 09:08:00,49.66,28,10,0
2023-01-01 09:09:00,50.6,26,14,0
2023-01-01 09:10:00,49.94,31,15,0
2023-01-01 09:11:00,49.91,26,11,0
2023-01-01 09:12:00,49.87,30,11,0
2023-01-01 09:13:00,50.41,25,13,0
2023-01-01 09:14:00,49.94,34,17,0
2023-01-01 09:15:00,49.76,30,17,0
2023-01-01 09:16:00,50.14,27,12,0
2023-01-01 09:17:00,49.86,28,11,0
2023-01-01 09:18:00,51.04,26,13,0
2023-01-01 09:19:00,49.4,33,12,0
2023-01-01 09:20:00,50.1,30,13,0
2023-01-01 09:21:00,50.77,25,19,0
2023-01-01 09:22:00,49.7,32,13,0
2023-01-01 09:23:00,49.63,25,17,0
2023-01-01 09:24:00,50.33,33,14,0
2023-01-01 09:25:00,50.04,28,18,0
2023-01-01 09:26:00,49.86,26,14,0
2023-01-01 09:27:00,50.55,30,11,0
2023-01-01 09:28:00,48.83,25,11,0
2023-01-01 09:29:00,50.83,25,14,0
2023-01-01 09:30:00,49.22,34,10,0
2023-01-01 09:31:00,50.29,33,10,0
2023-01-01 09:32:00,49.57,34,14,0
2023-01-01 09:33:00,50.53,34,18,0
2023-01-01 09:34:00,49.94,34,15,0
2023-01-01 09:35:00,50.05,28,14,0
2023-01-01 09:36:00,51.28,25,19,0
2023-01-01 09:37:00,50.24,33,18,0
2023-01-01 09:38:00,49.82,26,14,0
2023-01-01 09:39:00,50.37,32,19,0
2023-01-01 09:40:00,50.03,32,17,0
2023-01-01 09:41:00,51.13,29,13,0
2023-01-01 09:42:00,49.82,30,17,0
2023-01-01 09:43:00,50.11,26,16,0
2023-01-01 09:44:00,50.09,25,11,0
2023-01-01 09:45:00,48.47,29,13,0
2023-01-01 09:46:00,50.1,32,17,0
2023-01-01 09:47:00,49.13,28,13,0
2023-01-01 09:48:00,49.77,31,17,0
2023-01-01 09:49:00,50.37,25,13,0
2023-01-01 09:50:00,49.97,26,12,0
2023-01-01 09:51:00,49.52,34,19,0
2023-01-01 09:52:00,50.16,27,14,0
2023-01-01 09:53:00,48.57,27,11,0
2023-01-01 09:54:00,51.1,32,10,0
2023-01-01 09:55:00,49.87,33,18,0
2023-01-01 09:56:00,49.63,30,18,0
2023-01-01 09:57:00,50.52,34,19,0
2023-01-01 09:58:00,50.16,27,19,0
2023-01-01 09:59:00,49.63,32,11,0
2023-01-01 10:00:00,49.42,29,10,0
2023-01-01 10:01:00,49.8,33,19,0
2023-01-01 10:02:00,50.19,34,15,0
2023-01-01 10:03:00,50.42,32,15,0
2023-01-01 10:04:00,50.27,26,17,0
2023-01-01 10:05:00,49.96,30,15,0
2023-01-01 10:06:00,49.71,32,19,0
2023-01-01 10:07:00,49.82,27,16,0
2023-01-01 10:08:00,50.62,29,14,0
2023-01-01 10:09:00,50.23,33,16,0
2023-01-01 10:10:00,48.98,27,10,0
2023-01-01 10:11:00,50.05,33,19,0
2023-01-01 10:12:00,50.61,34,13,0
2023-01-01 10:13:00,50.28,26,10,0
2023-01-01 10:14:00,49.56,31,14,0
2023-01-01 10:15:00,50.11,32,14,0
2023-01-01 10:16:00,49.7,32,17,0
2023-01-01 10:17:00,49.81,25,17,0
2023-01-01 10:18:00,50.61,26,10,0
2023-01-01 10:19:00,49.42,34,13,0
2023-01-01 10:20:00,50.1,27,13,0
2023-01-01 10:21:00,49.19,30,12,0
2023-01-01 10:22:00,50.21,26,14,0
2023-01-01 10:23:00,49.41,27,17,0
2023-01-01 10:24:00,50.73,29,15,0
2023-01-01 10:25:00,49.27,34,19,0
2023-01-01 10:26:00,50.26,25,18,0
2023-01-01 10:27:00,50.54,33,19,0
2023-01-01 10:28:00,49.14,33,12,0
2023-01-01 10:29:00,49.77,25,16,0
2023-01-01 10:30:00,49.77,28,12,0
2023-01-01 10:31:00,49.31,26,19,0
2023-01-01 10:32:00,50.19,33,10,0
2023-01-01 10:33:00,49.44,31,18,0
2023-01-01 10:34:00,50.45,32,16,0
2023-01-01 10:35:00,50.09,27,11,0
2023-01-01 10:36:00,49.79,32,13,0
2023-01-01 10:37:00,50.36,28,11,0
2023-01-01 10:38:00,48.78,26,16,0
2023-01-01 10:39:00,49.23,33,13,0
2023-01-01 10:40:00,50.68,26,12,0
2023-01-01 10:41:00,49.96,28,19,0
2023-01-01 10:42:00,49.69,26,15,0
2023-01-01 10:43:00,50.14,32,10,0
2023-01-01 10:44:00,50.49,34,18,0
2023-01-01 10:45:00,48.9,25,16,0
2023-01-01 10:46:00,49.62,34,10,0
2023-01-01 10:47:00,49.78,33,17,0
2023-01-01 10:48:00,49.66,34,17,0
2023-01-01 10:49:00,49.72,27,16,0
2023-01-01 10:50:00,49.63,26,11,0
2023-01-01 10:51:00,51.17,27,16,0
2023-01-01 10:52:00,49.83,29,17,0
2023-01-01 10:53:00,50.66,29,12,0
2023-01-01 10:54:00,49.38,32,13,0
2023-01-01 10:55:00,49.96,34,18,0
2023-01-01 10:56:00,50.97,30,15,0
2023-01-01 10:57:00,50.17,27,18,0
2023-01-01 10:58:00,51.46,27,12,0
2023-01-01 10:59:00,50.03,30,10,0
2023-01-01 11:00:00,49.91,27,17,0
2023-01-01 11:01:00,50.21,30,12,0
2023-01-01 11:02:00,49.71,27,10,0
2023-01-01 11:03:00,50.19,27,14,0
2023-01-01 11:04:00,50.13,29,12,0
2023-01-01 11:05:00,49.84,29,18,0
2023-01-01 11:06:00,50.13,31,15,0
2023-01-01 11:07:00,49.86,27,17,0
2023-01-01 11:08:00,49.83,25,17,0
2023-01-01 11:09:00,49.66,28,19,0
2023-01-01 11:10:00,50.11,33,12,0
2023-01-01 11:11:00,49.43,25,18,0
2023-01-01 11:12:00,50.28,32,12,0
2023-01-01 11:13:00,50.36,32,13,0
2023-01-01 11:14:00,50.72,32,18,0
2023-01-01 11:15:00,49.89,29,19,0
2023-01-01 11:16:00,50.16,29,10,0
2023-01-01 11:17:00,50.74,28,18,0
2023-01-01 11:18:00,49.75,26,19,0
2023-01-01 11:19:00,50.4,31,10,0
2023-01-01 11:20:00,50.13,33,11,0
2023-01-01 11:21:00,49.68,31,19,0
2023-01-01 11:22:00,49.82,29,15,0
2023-01-01 11:23:00,49.75,33,13,0
2023-01-01 11:24:00,49.94,29,13,0
2023-01-01 11:25:00,50.08,31,11,0
2023-01-01 11:26:00,49.29,25,12,0
2023-01-01 11:27:00,49.09,29,12,0
2023-01-01 11:28:00,50.71,34,15,0
2023-01-01 11:29:00,50.81,27,18,0
2023-01-01 11:30:00,49.77,30,13,0
2023-01-01 11:31:00,50.37,33,11,0
2023-01-01 11:32:00,49.5,32,18,0
2023-01-01 11:33:00,49.28,30,13,0
2023-01-01 11:34:00,49.45,27,15,0
2023-01-01 11:35:00,50.32,29,13,0
2023-01-01 11:36:00,49.46,31,18,0
2023-01-01 11:37:00,49.27,25,13,0
2023-01-01 11:38:00,49.9,25,19,0
2023-01-01 11:39:00,49.4,29,13,0
2023-01-01 11:40:00,48.88,29,12,0
2023-01-01 11:41:00,50.54,29,18,0
2023-01-01 11:42:00,49.18,32,18,0
2023-01-01 11:43:00,49.83,32,18,0
2023-01-01 11:44:00,49.62,29,18,0
2023-01-01 11:45:00,49.39,25,12,0
2023-01-01 11:46:00,49.42,31,15,0
2023-01-01 11:47:00,50.17,25,12,0
2023-01-01 11:48:00,50.83,34,10,0
2023-01-01 11:49:00,50.73,34,11,0
2023-01-01 11:50:00,50.42,25,10,0
2023-01-01 11:51:00,49.62,27,12,0
2023-01-01 11:52:00,49.64,26,14,0
